window_key,window,participant,asc_file,block,image,sentence_type,patient_animacy,agent_num,patient_num,condition_key,condition,filename_suffix,rt,time_bin50,time_rel,agent_prop,patient_prop,n_samples
linguistic_encoding_2,Linguistic encoding II,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,7,0.550000,0.960000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,8,0.600000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,9,0.700000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,10,0.750000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,11,0.850000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,12,0.900000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,13,1.000000,0.074074,0.814815,27
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,0,0.000000,0.000000,1.000000,49
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,1,0.050000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,2,0.100000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,3,0.150000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,4,0.200000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,5,0.250000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,6,0.300000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,7,0.350000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,8,0.400000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,9,0.450000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,10,0.500000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,11,0.550000,0.000000,0.660000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,12,0.600000,0.000000,0.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,13,0.650000,0.000000,0.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,14,0.700000,0.000000,0.740000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,15,0.750000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,16,0.800000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,17,0.850000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,18,0.900000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,19,0.950000,0.000000,1.000000,50
linguistic_encoding_3,Linguistic encoding III,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,20,1.000000,0.900000,0.020000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,0,0.000000,0.900000,0.020000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,1,0.033333,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,2,0.066667,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,3,0.100000,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,4,0.133333,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,5,0.166667,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,6,0.200000,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,7,0.233333,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,8,0.266667,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,9,0.300000,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,10,0.333333,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,11,0.366667,0.340000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,12,0.400000,0.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,13,0.433333,0.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,14,0.466667,0.460000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,15,0.500000,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,16,0.533333,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,17,0.566667,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,18,0.600000,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,19,0.633333,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,20,0.666667,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,21,0.700000,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,22,0.733333,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,23,0.766667,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,24,0.800000,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,25,0.833333,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,26,0.866667,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,27,0.900000,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,28,0.933333,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,29,0.966667,1.000000,0.000000,50
post_onset_1000_2500,1000-2500 ms after speech onset,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,30,1.000000,1.000000,0.000000,50
speech_planning,Early event apprehension,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,2,0.000000,0.000000,1.000000,50
speech_planning,Early event apprehension,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,3,0.100000,0.740000,0.100000,50
speech_planning,Early event apprehension,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,4,0.200000,1.000000,0.000000,50
speech_planning,Early event apprehension,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,5,0.300000,1.000000,0.000000,50
speech_planning,Early event apprehension,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,6,0.400000,1.000000,0.000000,50
speech_planning,Early event apprehension,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,7,0.500000,1.000000,0.000000,50
speech_planning,Early event apprehension,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,8,0.600000,1.000000,0.000000,50
speech_planning,Early event apprehension,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,9,0.700000,1.000000,0.000000,50
speech_planning,Early event apprehension,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,10,0.800000,0.680000,0.000000,50
speech_planning,Early event apprehension,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,11,0.900000,0.000000,0.000000,50
speech_planning,Early event apprehension,К17,k17_1.asc,48,wake-1-2-l.png,direct,animate,1,2,direct_apv,Direct APV,apv,1953.000000,12,1.000000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,12,0.000000,0.000000,1.000000,49
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,13,0.050000,0.000000,1.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,14,0.050000,0.000000,1.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,15,0.100000,0.000000,1.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,16,0.100000,0.000000,1.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,17,0.150000,0.000000,0.380000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,18,0.150000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,19,0.150000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,20,0.200000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,21,0.200000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,22,0.250000,0.900000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,23,0.250000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,24,0.300000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,25,0.300000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,26,0.300000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,27,0.350000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,28,0.350000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,29,0.400000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,30,0.400000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,31,0.450000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,32,0.450000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,33,0.450000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,34,0.500000,0.220000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,35,0.500000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,36,0.550000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,37,0.550000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,38,0.600000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,39,0.600000,0.320000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,40,0.600000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,41,0.650000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,42,0.650000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,43,0.700000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,44,0.700000,1.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,45,0.700000,0.880000,0.040000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,46,0.750000,0.000000,1.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,47,0.750000,0.000000,1.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,48,0.800000,0.000000,1.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,49,0.800000,0.000000,1.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,50,0.850000,0.000000,1.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,51,0.850000,0.000000,1.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,52,0.850000,0.000000,1.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,53,0.900000,0.000000,1.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,54,0.900000,0.000000,0.320000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,55,0.950000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,56,0.950000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,57,1.000000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,58,1.000000,0.000000,0.000000,50
linguistic_encoding_1,Linguistic encoding I,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,59,1.000000,0.000000,0.000000,10
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,0,0.000000,0.560000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,1,0.050000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,2,0.050000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,3,0.100000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,4,0.100000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,5,0.150000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,6,0.150000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,7,0.150000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,8,0.200000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,9,0.200000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,10,0.250000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,11,0.250000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,12,0.300000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,13,0.300000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,14,0.300000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,15,0.350000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,16,0.350000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,17,0.400000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,18,0.400000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,19,0.450000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,20,0.450000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,21,0.450000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,22,0.500000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,23,0.500000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,24,0.550000,1.000000,0.000000,50
linguistic_encoding_2,Linguistic encoding II,К24,k24_1.asc,12,carry-1-2-l.png,direct,inanimate,1,2,direct_apv,Direct APV,apv,5319.000000,25,0.550000,1.000000,0.000000,50
